key,Wire 1,Wire 2,Wire 3,Wire 4,Wire 5,Wire 6,Wire 7,Wire 8,Wire 9
3078,2019-09-01 02:50:45,,,,,,,,
3079,2019-09-01 04:12:52,,,,,,,,
3080,2019-09-01 05:13:04,,,,,,,,
3081,2019-09-01 05:57:00,,,,,,,,
3082,2019-09-01 06:34:02,2019-09-01 06:22:17,,,,,,,
3083,2019-09-01 07:11:51,2019-09-01 07:04:58,,,,,,,
3084,2019-09-01 07:38:21,,,,,,,,
3085,2019-09-01 08:06:23,,,,,,,,
3086,2019-09-01 08:58:53,2019-09-01 08:43:32,,,,,,,
3087,2019-09-01 09:43:32,2019-09-01 09:37:36,,,,,,,
3088,2019-09-01 10:34:56,2019-09-01 10:29:16,,,,,,,
3089,2019-09-01 10:58:23,,,,,,,,
3090,2019-09-01 12:00:45,2019-09-01 11:47:13,,,,,,,
3091,2019-09-01 12:48:09,,2019-09-01 12:41:21,,,,,,
3092,2019-09-01 13:43:43,2019-09-01 13:35:47,2019-09-01 13:28:06,,,,,,
3093,2019-09-01 14:31:07,2019-09-01 14:25:33,,,,,,,
3094,2019-09-01 14:59:26,,,,,,,,
3095,2019-09-01 15:58:33,,,,,,,,
3096,2019-09-01 16:32:30,,,,,,,,
3097,2019-09-01 17:19:13,,,,,,,,
3098,2019-09-01 18:17:16,,,,,,,,
3099,2019-09-01 19:00:01,,,,,,,,
3100,2019-09-01 20:19:19,,,,,,,,
3101,2019-09-01 21:06:39,,,,,,,,
3102,2019-09-01 21:42:03,,,,,,,,
3103,2019-09-01 22:11:00,,,,,,,,
3104,2019-09-01 22:37:51,,,,,,,,
3105,2019-09-01 23:28:37,,,,,,,,
3106,2019-09-02 00:05:56,,,,,,,,
3107,2019-09-02 00:40:23,,,,,,,,
3108,2019-09-02 01:12:39,,,,,,,,
3109,2019-09-02 02:15:42,2019-09-02 02:11:18,,,,,,,
3110,2019-09-02 02:39:42,2019-09-02 02:34:04,,,,,,,
3111,2019-09-02 02:58:51,,,,,,,,
3112,2019-09-02 03:32:49,,,,,,,,
3113,2019-09-02 04:16:52,,,,,,,,
3114,2019-09-02 05:06:35,,,,,,,,
3115,2019-09-02 06:17:06,,,,,,,,
3116,2019-09-02 06:41:06,2019-09-02 06:33:55,,,,,,,
3117,2019-09-02 07:24:34,2019-09-02 07:18:39,2019-09-02 07:14:44,,,,,,
3118,2019-09-02 08:01:53,2019-09-02 07:54:15,,,,,,,
3119,2019-09-02 10:57:22,,,,,,,,
3120,2019-09-02 11:52:48,2019-09-02 11:44:00,,,,,,,
3121,2019-09-02 14:21:48,2019-09-02 14:17:13,,,,,,,
3122,2019-09-02 16:01:10,2019-09-02 15:57:25,,,,,,,
3123,2019-09-02 16:47:44,2019-09-02 16:40:49,,,,,,,
3124,2019-09-02 17:20:04,2019-09-02 17:13:11,,,,,,,
3125,2019-09-02 17:53:45,2019-09-02 17:47:36,,,,,,,
3126,2019-09-02 19:53:39,,,,,,,,
3127,2019-09-02 20:35:27,,,,,,,,
3128,2019-09-02 21:19:12,2019-09-02 21:12:39,,,,,,,
3129,2019-09-02 22:02:22,,,,,,,,
3130,2019-09-02 22:20:14,,,,,,,,
3131,2019-09-02 23:04:56,,,,,,,,
3132,2019-09-02 23:32:40,,,,,,,,
3133,2019-09-03 00:04:07,,,,,,,,
3134,2019-09-03 00:39:15,2019-09-03 00:30:06,,,,,,,
3135,2019-09-03 01:28:39,,,,,,,,
3136,2019-09-03 01:59:31,,,,,,,,
3137,2019-09-03 02:23:23,,,,,,,,
3138,2019-09-03 02:57:11,2019-09-03 02:48:59,,,,,,,
3139,2019-09-03 03:23:27,,,,,,,,
3140,2019-09-03 03:55:24,,,,,,,,
3141,2019-09-03 04:24:26,,,,,,,,
3142,2019-09-03 05:15:20,,,,,,,,
3143,2019-09-03 05:57:25,,,,,,,,
3144,2019-09-03 06:35:35,,,,,,,,
3145,2019-09-03 07:31:02,2019-09-03 07:25:35,,,,,,,
3146,2019-09-03 08:05:40,,,,,,,,
3147,2019-09-03 08:45:54,,,,,,,,
3148,2019-09-03 10:05:10,,,,,,,,
3149,2019-09-03 10:29:23,,,,,,,,
3150,2019-09-03 11:38:46,,,,,,,,
3151,2019-09-03 12:16:06,,,,,,,,
3152,2019-09-03 13:08:46,2019-09-03 13:01:25,,,,,,,2019-09-03 12:55:23
3153,2019-09-03 13:44:04,2019-09-03 13:35:45,,,,,,,
3154,2019-09-03 14:26:32,2019-09-03 14:22:53,,,,,,,
3155,2019-09-03 14:47:51,2019-09-03 14:38:50,,,,,,,
3156,2019-09-03 15:19:55,,,,,,,,
3157,2019-09-03 15:56:27,2019-09-03 15:49:44,,,,,,,
3158,2019-09-03 17:08:07,2019-09-03 16:55:23,,,,,,,
3159,2019-09-03 17:37:22,2019-09-03 17:26:37,,,,,,,
3160,2019-09-03 18:19:24,2019-09-03 18:09:37,,,,,,,
3161,2019-09-03 18:53:15,2019-09-03 18:45:45,,,,,,,
3162,2019-09-03 19:36:17,,,,,,,,
3163,2019-09-03 20:15:33,,,,,,,,
3164,2019-09-03 20:43:29,,,,,,,,
3165,2019-09-03 21:29:00,,,,,,,,
3166,2019-09-03 21:54:48,,,,,,,,
3167,2019-09-04 02:27:28,,,,,,,,
3168,2019-09-04 03:06:55,,,,,,,,
3169,2019-09-04 03:50:04,,,,,,,,
3170,2019-09-04 04:40:53,,,,,,,,
3171,2019-09-04 05:19:37,,,,,,,,
3172,2019-09-04 06:10:56,,,,,,,,
3173,2019-09-04 07:19:15,,,,,,,,
3174,2019-09-04 08:15:15,,,,,,,,
3175,2019-09-04 09:09:10,,,,,,,,
3176,2019-09-04 10:03:22,,,,,,,,
3177,2019-09-04 11:21:00,,,,,,,,
3178,2019-09-04 12:04:33,,,,,,,,
3179,2019-09-04 12:34:11,,,,,,,,
3180,2019-09-04 13:24:58,2019-09-04 13:18:57,,,,,,,
3181,2019-09-04 14:14:45,,,,,,,,
3182,2019-09-04 16:36:48,2019-09-04 16:31:40,,,,,,,
3183,2019-09-04 17:20:22,2019-09-04 17:10:00,,,,,,,
3184,2019-09-04 18:17:17,2019-09-04 18:08:20,,,,,,,
3185,2019-09-04 19:16:10,2019-09-04 19:05:48,,,,,,,
3186,2019-09-04 19:46:47,,,,,,,,
3187,2019-09-04 20:27:49,2019-09-04 20:20:30,,,,,,,
3188,2019-09-04 20:51:19,,,,,,,,
3189,2019-09-04 22:19:00,,,,,,,,
3190,2019-09-04 23:03:09,2019-09-04 22:56:51,,,,,,,
3191,2019-09-04 23:56:59,2019-09-04 23:49:44,,,,,,,
3192,2019-09-05 00:30:24,,,,,,,,
3193,2019-09-05 01:52:57,2019-09-05 01:35:47,,,,,,,
3194,2019-09-05 02:26:53,,,,,,,,
3195,2019-09-05 03:05:26,,,,,,,,
3196,2019-09-05 03:35:21,,,,,,,,
3197,2019-09-05 05:03:07,2019-09-05 04:57:58,,,,,,,
3198,2019-09-05 05:36:09,2019-09-05 05:31:17,,,,,,,
3199,2019-09-05 06:22:57,2019-09-05 06:18:12,,,,,,,
3201,2019-09-05 08:00:40,2019-09-05 07:53:03,,,,,,,
3202,2019-09-05 09:04:30,2019-09-05 08:55:16,,,,,,,
3203,2019-09-05 09:50:53,2019-09-05 09:43:49,,,,,,,
3204,2019-09-05 10:34:00,2019-09-05 10:31:09,,,,,,,
3205,2019-09-05 11:04:19,2019-09-05 11:00:33,,,,,,,
3206,2019-09-05 11:39:08,2019-09-05 11:32:47,,,,,,,
3208,2019-09-05 12:13:49,2019-09-05 12:03:29,,,,,,,
3209,2019-09-05 12:50:33,2019-09-05 12:46:02,,,,,,,
3210,2019-09-05 14:10:07,,,,,,,,
3211,2019-09-05 14:47:49,,,,,,,,
3212,2019-09-05 16:36:49,,,,,,,,
3213,2019-09-05 16:51:32,2019-09-05 16:45:51,,,,,,,
3214,2019-09-05 18:36:53,,,,,,,,
3215,2019-09-05 19:04:05,,,,,,,,
3216,2019-09-05 19:29:01,,,,,,,,
3217,2019-09-05 20:16:07,,,,,,,,
3218,2019-09-05 20:57:36,2019-09-05 20:40:37,,,,,,,
3219,2019-09-05 21:43:16,,,,,,,,
3220,2019-09-05 22:31:50,,,,,,,,
3221,2019-09-05 23:38:30,,,,,,,,
3222,2019-09-06 00:40:09,,,,,,,,
3223,2019-09-06 01:50:36,2019-09-06 01:38:22,,,,,,,
3224,2019-09-06 02:22:05,,,,,,,,
3225,2019-09-06 03:27:25,,,,,,,,
3226,2019-09-06 04:25:42,,,,,,,,
3227,2019-09-06 05:48:41,,,,,,,,
3228,2019-09-06 06:31:23,,,,,,,,
3229,2019-09-06 06:58:41,,,,,,,,
3230,2019-09-06 07:42:57,2019-09-06 07:35:40,,,,,,,
3231,2019-09-06 08:13:28,,,,,,,,
3232,2019-09-06 08:43:49,,,,,,,,
3233,2019-09-06 09:18:31,,,,,,,,
3234,2019-09-06 09:43:47,,,,,,,,
3235,2019-09-06 10:21:23,,,,,,,,
3236,2019-09-06 10:57:48,,,,,,,,
3237,2019-09-06 11:33:38,,,,,,,,
3238,2019-09-06 12:18:35,,,,,,,,
3239,2019-09-06 14:36:11,,,,,,,,
3240,2019-09-06 15:33:55,,,,,,,,
3241,2019-09-06 17:10:06,,,,,,,,
